,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
330,Shostka,51.863,33.4698,66.25,52,92,2.71,UA,overcast clouds
331,La Spezia,44.1105,9.8434,75.65,53,6,6.46,IT,clear sky
332,San Quintin,30.4833,-115.95,80.02,66,1,12.53,MX,clear sky
333,Pauini,-7.7136,-66.9764,86.0,60,100,2.3,BR,overcast clouds
334,Souillac,-20.5167,57.5167,71.98,78,40,12.66,MU,scattered clouds
335,Tomatlan,19.9333,-105.25,90.5,58,8,6.96,MX,clear sky
336,Bilma,18.6853,12.9164,98.55,16,89,6.11,NE,overcast clouds
337,Xiongzhou,25.1167,114.3,78.46,82,3,1.45,CN,light rain
338,Ashqelon,31.6693,34.5715,78.93,60,0,8.68,IL,clear sky
339,Qena,26.1615,32.7183,84.58,30,0,18.05,EG,clear sky
340,Alice Springs,-23.7,133.8833,53.15,37,0,5.75,AU,clear sky
341,Vanavara,60.34,102.2797,46.87,64,100,2.89,RU,overcast clouds
342,Aitape,-3.1374,142.3475,76.39,87,46,5.48,PG,scattered clouds
343,Pasighat,28.0667,95.3333,78.4,72,99,3.27,IN,overcast clouds
344,Bull Savanna,17.8868,-77.5902,86.32,58,77,17.11,JM,broken clouds
345,Fairhope,30.523,-87.9033,90.12,50,1,1.99,US,clear sky
346,Fare,-16.7,-151.0167,77.02,73,31,16.73,PF,light rain
347,Matara,5.9485,80.5353,78.15,86,68,9.84,LK,broken clouds
348,Belmonte,-15.8631,-38.8828,82.4,67,0,10.22,BR,clear sky
349,Merauke,-8.4667,140.3333,75.7,92,100,7.58,ID,overcast clouds
350,Guerrero Negro,27.9769,-114.0611,86.13,54,64,6.38,MX,broken clouds
351,College,64.8569,-147.8028,52.12,73,20,0.0,US,haze
352,Cumberland,35.0502,-78.8664,86.49,39,40,8.05,US,scattered clouds
353,Loa Janan,-0.583,117.095,73.36,99,90,1.61,ID,overcast clouds
354,Vestmannaeyjar,63.4427,-20.2734,51.75,81,7,10.87,IS,clear sky
355,Viedma,-40.8135,-62.9967,68.76,41,100,24.58,AR,light rain
356,Novaya Ladoga,60.1025,32.3019,54.43,93,98,6.55,RU,overcast clouds
357,Nemuro,43.3236,145.575,61.59,88,100,9.24,JP,overcast clouds
358,Kralendijk,12.15,-68.2667,87.78,66,40,18.41,BQ,scattered clouds
359,Khani,41.9563,42.9566,60.37,99,100,1.32,GE,overcast clouds
360,Touros,-5.1989,-35.4608,83.3,60,5,17.76,BR,clear sky
361,Mandurah,-32.55,115.7,48.22,80,0,10.51,AU,clear sky
362,Aberdeen,57.1437,-2.0981,58.19,87,90,13.8,GB,overcast clouds
363,Faanui,-16.4833,-151.75,77.43,70,12,15.43,PF,few clouds
364,Champerico,14.3,-91.9167,86.76,83,100,15.32,GT,overcast clouds
365,Nahavand,34.1885,48.377,71.02,17,0,2.42,IR,clear sky
366,Bulancak,40.9372,38.2291,67.82,77,75,4.61,TR,broken clouds
367,Mizan Teferi,6.9833,35.5833,60.89,98,94,3.06,ET,light rain
368,Tralee,52.2704,-9.7026,55.35,83,100,4.43,IE,overcast clouds
369,Gerede,40.8008,32.1969,48.9,90,42,1.54,TR,scattered clouds
370,Zyryanka,65.75,150.85,32.0,69,100,4.45,RU,overcast clouds
371,Maniitsoq,65.4167,-52.9,42.15,46,100,8.21,GL,overcast clouds
372,Arica,-18.475,-70.3042,69.35,77,90,10.36,CL,overcast clouds
373,Laguna,38.421,-121.4238,91.24,42,1,1.99,US,clear sky
374,Akonolinga,3.7667,12.25,68.99,98,100,3.71,CM,overcast clouds
375,Verkhnevilyuysk,63.4453,120.3167,44.64,79,80,4.47,RU,broken clouds
376,Iqaluit,63.7506,-68.5145,40.73,45,90,9.22,CA,overcast clouds
377,Oschatz,51.3,13.1167,65.52,81,9,6.06,DE,clear sky
378,La Ronge,55.1001,-105.2842,55.62,47,40,2.3,CA,scattered clouds
379,Saint-Leu,-21.15,55.2833,68.86,74,7,4.38,RE,clear sky
380,Dosso,13.049,3.1937,89.01,52,1,6.76,NE,light rain
381,Forrest City,35.0081,-90.7898,87.66,30,0,8.25,US,clear sky
382,Pemberton,50.3164,-122.8027,62.29,70,100,3.78,CA,overcast clouds
383,Huanuco,-9.9329,-76.2415,74.34,54,47,7.18,PE,scattered clouds
384,Vila Franca Do Campo,37.7167,-25.4333,70.21,74,96,16.35,PT,overcast clouds
385,Assai,-23.3733,-50.8414,75.06,45,92,1.41,BR,overcast clouds
386,Kurilsk,45.2333,147.8833,56.44,94,100,8.43,RU,overcast clouds
387,Lugo,43.0,-7.5,70.92,73,100,3.47,ES,overcast clouds
388,Ixtapa,20.7,-105.2,88.23,70,1,6.91,MX,clear sky
389,Alappuzha,9.49,76.3264,78.15,84,100,8.12,IN,overcast clouds
390,Hit,33.6416,42.8251,85.48,29,0,10.25,IQ,clear sky
391,Cap Malheureux,-19.9842,57.6142,72.09,76,100,8.01,MU,overcast clouds
392,Sibu,2.3,111.8167,79.11,94,40,1.14,MY,scattered clouds
393,Husavik,66.0449,-17.3389,48.11,94,100,17.25,IS,overcast clouds
394,Mirpur Sakro,24.5474,67.6277,82.62,82,100,15.32,PK,overcast clouds
395,Westport,41.1415,-73.3579,79.2,53,1,1.01,US,clear sky
396,Yulara,-25.2406,130.9889,55.24,30,0,9.22,AU,clear sky
397,Carmen,18.6333,-91.8333,86.04,70,40,8.05,MX,scattered clouds
398,Aken,50.7766,6.0834,64.04,91,25,7.81,DE,scattered clouds
399,Quatre Cocos,-20.2078,57.7625,71.71,78,99,17.72,MU,overcast clouds
400,Camacha,33.0833,-16.3333,75.52,73,40,8.05,PT,scattered clouds
401,Tual,-5.6667,132.75,79.92,82,79,11.52,ID,broken clouds
402,Conceicao Do Araguaia,-8.2578,-49.2647,84.33,58,0,8.05,BR,clear sky
403,Kaeo,-35.1,173.7833,44.33,95,3,3.04,NZ,clear sky
404,Soroti,1.7146,33.6111,67.03,88,82,1.39,UG,light rain
405,Omsukchan,62.5333,155.8,24.84,86,9,4.36,RU,clear sky
406,Alofi,-19.0595,-169.9187,75.09,94,33,8.05,NU,scattered clouds
407,Salcininkai,54.3,25.3833,62.69,72,99,6.08,LT,overcast clouds
408,Burnie,-41.0667,145.9167,43.45,84,94,8.39,AU,light rain
409,Kapuskasing,49.4169,-82.4331,62.69,82,75,14.97,CA,broken clouds
410,Galveston,29.3669,-94.9669,90.18,59,1,4.0,US,clear sky
411,Kavaratti,10.5669,72.642,82.04,81,100,18.57,IN,overcast clouds
412,Xining,36.6167,101.7667,57.97,66,0,2.35,CN,clear sky
413,Isangel,-19.55,169.2667,60.91,82,5,4.61,VU,clear sky
414,Sambava,-14.2667,50.1667,69.22,76,69,14.25,MG,broken clouds
415,Hastings,50.8552,0.5729,64.78,86,100,11.03,GB,overcast clouds
416,Noumea,-22.2763,166.4572,58.98,63,41,9.42,NC,scattered clouds
417,Terney,45.0503,136.6092,60.17,89,84,5.91,RU,broken clouds
418,Sao Felix Do Xingu,-6.6447,-51.995,101.28,19,77,4.56,BR,broken clouds
419,Whithorn,18.2604,-78.0378,88.45,60,100,5.35,JM,overcast clouds
420,Taoudenni,22.6783,-3.9836,105.48,9,1,9.75,ML,clear sky
421,Camopi,3.1655,-52.3158,93.81,32,30,6.29,GF,scattered clouds
422,Romans-Sur-Isere,45.0464,5.0562,71.83,70,0,5.06,FR,clear sky
423,Rosario,-32.9468,-60.6393,74.61,59,0,4.0,AR,clear sky
424,Ronne,55.1009,14.7066,62.51,94,59,3.44,DK,broken clouds
425,Bagdarin,54.4333,113.6,46.81,98,100,1.43,RU,moderate rain
426,Mount Gambier,-37.8333,140.7667,44.51,87,40,14.97,AU,scattered clouds
427,Necochea,-38.5473,-58.7368,59.04,72,100,15.39,AR,overcast clouds
428,Lazaro Cardenas,17.9583,-102.2,85.03,78,99,9.26,MX,overcast clouds
429,Owensboro,37.7742,-87.1133,86.02,48,1,11.5,US,clear sky
430,Awbari,26.5921,12.7805,91.9,15,0,10.25,LY,clear sky
431,Kirakira,-10.4544,161.9205,77.25,87,42,9.6,SB,scattered clouds
432,Beboto,8.2668,16.939,73.22,94,29,2.62,TD,scattered clouds
433,Mahon,39.8885,4.2658,73.96,78,0,2.3,ES,clear sky
434,Namibe,-15.1961,12.1522,67.48,90,100,3.47,AO,overcast clouds
435,Gannan,47.9147,123.5031,46.24,88,1,6.46,CN,clear sky
436,Hammerfest,70.6634,23.6821,41.45,87,100,5.75,NO,overcast clouds
437,Kuching,1.55,110.3333,79.02,94,20,3.44,MY,moderate rain
438,Antofagasta,-23.65,-70.4,58.28,70,100,6.49,CL,overcast clouds
439,Kotaparh,19.15,82.35,71.49,97,100,5.01,IN,light rain
440,Byron Bay,-28.65,153.6167,62.71,82,0,16.22,AU,clear sky
441,Marystown,47.1666,-55.1483,62.94,76,0,26.31,CA,clear sky
442,Aktash,50.3,87.7333,35.31,56,100,4.63,RU,overcast clouds
443,Panaba,21.2833,-88.2667,78.26,82,100,9.37,MX,overcast clouds
444,Kemerovo,55.3333,86.0833,51.49,93,90,11.18,RU,light intensity shower rain
445,Sarangani,5.4033,125.4636,78.4,86,100,8.93,PH,overcast clouds
446,Haderslev,55.2538,9.4898,65.32,94,75,6.91,DK,broken clouds
447,Comodoro Rivadavia,-45.8667,-67.5,55.26,62,0,12.66,AR,clear sky
448,Dondo,-19.6094,34.7431,72.91,75,0,4.88,MZ,clear sky
449,Zhigalovo,54.8097,105.1578,42.17,95,100,1.97,RU,overcast clouds
450,Teya,60.3778,92.6267,49.19,88,100,6.44,RU,overcast clouds
451,La Cumbre,-30.982,-64.4914,72.64,30,90,11.01,AR,overcast clouds
452,Tazovskiy,67.4667,78.7,37.81,88,43,6.73,RU,scattered clouds
453,Mezen,65.8522,44.24,37.78,88,36,7.18,RU,scattered clouds
454,Vryburg,-26.9566,24.7284,65.43,22,0,9.78,ZA,clear sky
455,Shache,38.4167,77.2406,76.5,25,100,12.35,CN,overcast clouds
456,Yarmouth,41.7057,-70.2286,76.12,54,1,8.01,US,clear sky
457,Ucluelet,48.9329,-125.5528,61.05,95,100,6.11,CA,overcast clouds
458,Pokhara,28.2333,83.9833,68.9,89,37,5.61,NP,scattered clouds
459,Aloleng,16.1307,119.7824,80.46,86,100,17.43,PH,heavy intensity rain
460,Umm Kaddadah,13.6017,26.6876,90.97,37,100,9.78,SD,overcast clouds
461,Hambantota,6.1241,81.1185,79.7,80,19,17.36,LK,few clouds
462,Luganville,-15.5333,167.1667,75.65,87,97,12.75,VU,overcast clouds
463,Berlevag,70.8578,29.0864,43.38,75,100,11.5,NO,overcast clouds
464,Ereymentau,51.6199,73.1033,44.29,75,84,9.46,KZ,broken clouds
465,Saint-Georges,12.0564,-61.7485,87.48,66,20,16.11,GD,few clouds
466,Rio De Janeiro,-22.9028,-43.2075,76.32,82,90,8.05,BR,overcast clouds
467,Paracale,14.2804,122.7881,78.13,90,100,6.73,PH,light rain
468,Sirjan,29.452,55.6814,73.78,14,0,12.17,IR,clear sky
469,Kostomuksha,64.571,30.5767,42.8,78,13,4.76,RU,few clouds
470,Chornukhy,50.2673,32.942,66.13,49,66,3.53,UA,broken clouds
471,Honiara,-9.4333,159.95,76.44,86,59,7.29,SB,broken clouds
472,Sayyan,15.1718,44.3244,69.28,34,35,2.59,YE,scattered clouds
473,Praia,14.9215,-23.5087,82.94,78,75,9.22,CV,broken clouds
474,Sept-Iles,50.2001,-66.3821,66.72,55,40,4.0,CA,scattered clouds
475,Phonhong,18.5007,102.4166,76.53,90,84,1.21,LA,light rain
476,Damghan,36.1683,54.348,77.61,37,0,7.96,IR,clear sky
477,Goderich,43.7501,-81.7165,78.03,62,6,24.29,CA,clear sky
478,Kibre Mengist,5.8833,38.9833,63.14,68,100,1.48,ET,overcast clouds
479,Fort Madison,40.6298,-91.3151,86.72,61,22,9.22,US,few clouds
480,Kirishi,59.4471,32.0205,53.83,99,100,4.0,RU,overcast clouds
481,Rocha,-34.4833,-54.3333,61.57,80,91,6.76,UY,overcast clouds
482,Egvekinot,66.3167,-179.1667,26.47,78,100,23.11,RU,overcast clouds
483,Dallas,32.7668,-96.7836,93.81,36,1,1.99,US,clear sky
484,Basco,20.4487,121.9702,80.2,92,100,42.75,PH,heavy intensity rain
485,Lethem,3.3803,-59.7968,89.24,53,40,9.48,GY,scattered clouds
486,Collie,-33.3667,116.15,37.98,97,4,3.58,AU,clear sky
487,Khromtau,50.2503,58.4347,47.17,59,5,10.63,KZ,clear sky
488,Middletown,39.5151,-84.3983,83.08,55,75,18.41,US,broken clouds
489,The Pas,53.8251,-101.2541,51.82,66,75,10.07,CA,broken clouds
490,Djibo,14.1022,-1.6306,93.24,39,100,8.48,BF,overcast clouds
491,Presidencia Roque Saenz Pena,-26.7852,-60.4388,86.43,22,0,11.12,AR,clear sky
492,Margate,51.3813,1.3862,64.9,76,100,1.99,GB,overcast clouds
493,Sabzevar,36.2126,57.6819,72.9,26,0,11.83,IR,clear sky
494,Kvitok,56.0724,98.4813,41.49,88,21,4.25,RU,few clouds
495,Lagoa,39.05,-27.9833,69.06,71,100,21.97,PT,overcast clouds
496,Barra,-11.0894,-43.1417,93.88,27,4,9.22,BR,clear sky
497,Ouallam,14.3188,2.0866,97.02,37,9,2.95,NE,clear sky
498,Askiz,53.1319,90.5264,49.08,66,100,4.63,RU,overcast clouds
499,Vao,-22.6667,167.4833,67.48,61,84,13.89,NC,broken clouds
500,Port Macquarie,-31.4333,152.9167,44.56,93,0,0.0,AU,clear sky
501,Caravelas,-17.7125,-39.2481,78.96,67,0,10.11,BR,clear sky
502,West Athens,33.9234,-118.3034,101.95,56,1,8.05,US,clear sky
503,Longyearbyen,78.2186,15.6401,33.64,69,20,3.44,SJ,few clouds
504,Hakkari,37.5833,44.1667,57.29,35,0,4.21,TR,clear sky
505,Havre-Saint-Pierre,50.2334,-63.5986,62.96,67,20,23.02,CA,few clouds
506,Nanortalik,60.1432,-45.2371,44.19,79,100,25.86,GL,moderate rain
507,Chazuta,-6.5742,-76.1367,90.45,59,34,2.06,PE,scattered clouds
508,Mananjary,-21.2167,48.3333,66.6,88,78,3.53,MG,light rain
509,Karaj,35.8355,51.0103,75.72,25,0,9.22,IR,clear sky
510,Boromo,11.75,-2.9333,83.28,64,100,4.18,BF,overcast clouds
511,Vodnyy,63.5046,53.4095,37.18,97,56,5.19,RU,broken clouds
512,Pozo Colorado,-23.4923,-58.7972,91.08,24,0,7.54,PY,clear sky
513,Aquiraz,-3.9014,-38.3911,84.29,66,7,15.84,BR,clear sky
514,Dubna,56.7333,37.1667,54.97,96,26,5.44,RU,scattered clouds
515,Binzhou,37.3667,118.0167,73.54,89,0,5.48,CN,light rain
516,Muroto,33.2833,134.15,77.07,81,100,5.06,JP,light rain
517,Benghazi,32.1167,20.0667,82.8,64,0,4.14,LY,clear sky
518,Sri Aman,1.2376,111.4621,77.05,88,100,1.14,MY,overcast clouds
519,Makakilo City,21.3469,-158.0858,80.92,63,90,6.91,US,overcast clouds
520,Jardinopolis,-21.0178,-47.7639,87.22,30,40,19.57,BR,scattered clouds
521,Tokur,53.1333,132.9,37.89,97,98,3.87,RU,overcast clouds
522,Kuytun,54.3419,101.5036,38.53,86,10,5.84,RU,clear sky
523,Aginskoye,51.1,114.53,52.32,74,100,0.34,RU,light rain
524,Dalen,52.6992,6.7556,65.93,93,100,4.0,NL,overcast clouds
525,Alta Floresta,-9.8756,-56.0861,84.02,58,40,6.91,BR,scattered clouds
526,Sorong,-0.8833,131.25,79.05,83,100,5.01,ID,overcast clouds
527,Odweyne,9.4092,45.064,78.87,44,100,18.16,SO,light rain
528,Atar,20.5169,-13.0499,84.96,54,97,22.17,MR,overcast clouds
529,Cochabamba,-17.3895,-66.1568,83.95,16,20,4.61,BO,few clouds
530,Santa Maria,-29.6842,-53.8069,69.1,60,0,6.91,BR,clear sky
531,Dutlwe,-23.9833,23.9,63.16,24,0,10.58,BW,clear sky
532,Palauig,15.435,119.9045,79.75,89,100,14.12,PH,light rain
533,Nelson Bay,-32.7167,152.15,61.09,64,0,8.81,AU,clear sky
534,Ambikapur,23.1167,83.2,73.58,91,99,2.75,IN,overcast clouds
535,Ati,13.2154,18.3353,71.2,88,100,13.2,TD,overcast clouds
536,Okato,-39.2,173.8833,45.68,80,12,7.4,NZ,few clouds
537,Torbat-E Jam,35.244,60.6225,66.97,28,0,11.27,IR,clear sky
538,Karratha,-20.7377,116.8463,73.15,37,0,13.69,AU,clear sky
539,Samarai,-10.6167,150.6667,77.88,84,100,14.88,PG,light rain
540,Yen Bai,21.7,104.8667,78.82,80,11,1.61,VN,few clouds
541,Puerto Penasco,31.3167,-113.5333,91.9,66,90,4.0,MX,overcast clouds
542,Betanzos,43.2804,-8.2147,76.33,77,20,0.0,ES,few clouds
543,Jorochito,-18.05,-63.4333,85.73,32,0,12.5,BO,clear sky
544,Utinga,-5.8172,-35.3954,83.25,65,40,16.11,BR,scattered clouds
545,Angul,20.85,85.1,77.76,91,100,2.3,IN,light rain
546,Nantucket,41.2835,-70.0995,76.12,56,1,17.27,US,clear sky
547,Vestmanna,62.1564,-7.1664,49.12,100,90,4.61,FO,drizzle
548,Biltine,14.5333,20.9167,83.39,50,100,7.94,TD,overcast clouds
549,West Bay,19.3667,-81.4167,89.67,66,20,11.5,KY,few clouds
550,Murten,46.9283,7.1172,68.58,72,75,4.61,CH,broken clouds
551,San Buenaventura,27.0833,-101.5333,89.78,32,0,9.86,MX,clear sky
552,Horn Lake,34.9554,-90.0348,87.48,51,1,5.75,US,clear sky
553,Puerto Madryn,-42.7692,-65.0385,60.22,60,100,20.54,AR,overcast clouds
554,San Anselmo,37.9747,-122.5616,89.87,79,1,6.91,US,clear sky
555,Elizabeth City,36.2946,-76.2511,82.02,51,75,4.61,US,broken clouds
556,Hearst,49.6835,-83.6665,62.85,60,20,13.09,CA,few clouds
557,Awjilah,29.1081,21.2869,92.89,23,0,5.99,LY,clear sky
558,Ganserndorf,48.3392,16.7202,70.27,78,13,1.97,AT,few clouds
559,Rupert,42.6191,-113.6772,71.55,53,1,0.0,US,clear sky
560,Carbonia,39.1672,8.5222,74.84,77,24,7.14,IT,few clouds
561,Bani,18.2833,-70.3333,92.64,60,51,17.07,DO,broken clouds
562,Mkushi,-13.6202,29.3939,63.12,42,0,5.79,ZM,clear sky
563,Voh,-20.9667,164.7,64.65,68,21,5.44,NC,few clouds
564,Saint-Francois,46.4154,3.9054,62.04,88,0,0.0,FR,clear sky
565,Skjervoy,70.0311,20.9714,47.1,73,100,5.82,NO,overcast clouds
566,Qui Nhon,13.7667,109.2333,80.91,74,100,19.95,VN,overcast clouds
567,Dalbandin,28.8947,64.4101,81.63,14,0,3.36,PK,clear sky
568,Ganzhou,28.8184,115.4327,76.15,87,0,5.61,CN,light rain
569,Coari,-4.085,-63.1414,82.94,71,100,1.72,BR,overcast clouds
570,Wendo,6.6,38.4167,59.38,89,100,4.0,ET,overcast clouds
571,Tiznit,29.5833,-9.5,82.87,33,0,3.85,MA,clear sky
572,Hauterive,46.0901,3.4459,66.96,75,4,3.13,FR,clear sky
573,Sungaipenuh,-2.0833,101.3833,64.56,95,98,2.26,ID,overcast clouds
574,Angoche,-16.2325,39.9086,74.32,79,65,11.36,MZ,broken clouds
575,Parkes,-33.1333,148.1833,48.63,57,0,13.71,AU,clear sky
576,Cayenne,4.9333,-52.3333,87.84,74,0,7.0,GF,clear sky
577,Bonthe,7.5264,-12.505,78.62,82,100,6.22,SL,overcast clouds
578,Besikduzu,41.052,39.2284,71.49,84,24,6.82,TR,few clouds
579,Jaragua,-15.7569,-49.3344,97.02,12,10,6.15,BR,clear sky
580,Pedernales,18.0384,-71.744,88.14,59,0,9.57,DO,clear sky
581,Mnogovershinnyy,53.9353,139.9242,42.58,88,61,3.96,RU,broken clouds
582,Mao,39.8885,4.2658,73.96,78,0,2.3,ES,clear sky
583,Vallenar,-28.5708,-70.7581,67.8,38,16,14.63,CL,few clouds
584,Santa Marta,11.2408,-74.199,88.34,76,100,5.46,CO,overcast clouds
585,Kattivakkam,13.2167,80.3167,87.89,71,100,9.93,IN,overcast clouds
586,Sao Lourenco Do Sul,-31.3653,-51.9783,64.45,70,91,3.62,BR,overcast clouds
587,Valparaiso,-33.0393,-71.6273,58.64,70,90,21.85,CL,overcast clouds
588,Albury,-36.0833,146.9167,53.65,76,100,9.22,AU,overcast clouds
589,Moose Factory,51.2585,-80.6094,62.6,88,75,13.8,CA,broken clouds
590,Sao Francisco,-15.9486,-44.8644,99.41,9,5,8.48,BR,clear sky
591,Pedro Juan Caballero,-22.5472,-55.7333,82.36,39,0,11.5,PY,clear sky
592,Lannion,48.75,-3.4167,62.85,88,75,3.44,FR,broken clouds
593,Xingyi,24.1877,102.817,58.68,81,0,1.36,CN,clear sky
594,Gorin,51.1983,136.6669,48.85,98,100,8.03,RU,overcast clouds
595,Roma,43.2128,-75.4557,78.94,45,1,11.5,US,clear sky
596,La Serena,-29.9078,-71.2542,58.51,67,75,20.71,CL,broken clouds
597,Namuac,18.6109,121.1657,78.35,87,100,7.29,PH,moderate rain
598,Nizwa,22.9333,57.5333,93.47,32,98,6.08,OM,overcast clouds
599,Maldonado,-34.6667,-54.9167,60.19,81,100,7.94,UY,overcast clouds
600,Fayaoue,-20.65,166.5333,71.04,63,76,19.53,NC,broken clouds
601,Xuddur,4.1213,43.8894,76.35,65,3,23.91,SO,clear sky
602,Meadow Lake,34.8014,-106.5436,93.81,20,13,6.93,US,few clouds
603,Santa Rosalia,27.3167,-112.2833,87.64,55,14,8.21,MX,few clouds
604,Baracoa,20.3467,-74.4958,87.93,64,29,8.77,CU,scattered clouds
605,Puro,12.4841,123.3827,80.53,81,100,4.0,PH,overcast clouds
606,Namie,37.4833,141.0,67.71,98,0,4.97,JP,clear sky
607,Uddevalla,58.3478,11.9424,63.25,94,75,5.39,SE,broken clouds
608,Itaguacu,-19.8019,-40.8556,92.84,27,6,5.66,BR,clear sky
609,Abaete,-19.16,-45.4458,96.37,13,5,7.72,BR,clear sky
610,Manokwari,-0.8667,134.0833,77.65,75,72,2.64,ID,broken clouds
611,Gornopravdinsk,60.05,69.9,42.71,98,100,10.83,RU,light rain
612,Tilichiki,60.4667,166.1,35.38,64,67,21.3,RU,broken clouds
613,Malatya,38.5,38.0,73.45,31,0,17.27,TR,clear sky
614,Hrodna,53.6884,23.8258,60.91,65,82,7.29,BY,broken clouds
615,Ca Mau,9.1769,105.15,77.72,86,100,9.75,VN,overcast clouds
616,Tacuati,-23.45,-56.5833,93.02,27,0,3.83,PY,clear sky
617,Hammond,41.5834,-87.5,87.35,59,1,5.99,US,clear sky
618,Nizhneudinsk,54.9076,99.0276,41.68,89,11,3.83,RU,few clouds
619,Yertsevo,60.7966,40.086,46.83,84,93,2.48,RU,overcast clouds
620,Dwarka,22.2394,68.9678,81.12,88,100,11.7,IN,overcast clouds
621,Jiazi,22.8779,116.067,83.59,78,100,9.15,CN,light rain
622,Ijui,-28.3878,-53.9147,75.22,48,0,1.57,BR,clear sky
623,Morant Bay,17.8815,-76.4093,91.62,66,97,12.03,JM,overcast clouds
624,Prabumulih,-3.45,104.25,74.39,87,100,2.46,ID,overcast clouds
625,Tieling,42.2931,123.8414,53.62,75,5,3.49,CN,light rain
626,Ternate,0.8,127.4,77.63,85,100,3.53,ID,overcast clouds
627,Bud,39.447,-86.1758,84.83,61,6,15.7,US,clear sky
628,Palana,59.1167,159.9667,36.86,74,47,9.51,RU,scattered clouds
629,Biak,-0.9131,122.8766,75.2,87,99,0.58,ID,overcast clouds
630,Bergen,60.392,5.328,63.09,97,75,4.61,NO,light rain
631,Eureka,40.8021,-124.1637,70.2,75,2,5.99,US,clear sky
632,Baruun-Urt,46.6806,113.2792,53.46,61,96,9.17,MN,overcast clouds
633,Dossor,47.5272,52.9811,58.71,28,0,11.07,KZ,clear sky
634,Boulsa,12.6675,-0.5758,86.29,56,74,5.73,BF,broken clouds
635,Khasan,42.4308,130.6434,60.33,64,0,18.45,RU,clear sky
636,Mende,44.6667,3.5,52.11,78,17,3.31,FR,few clouds
637,Sahuaripa,29.05,-109.2333,94.46,24,2,2.24,MX,clear sky
638,Rio Gallegos,-51.6226,-69.2181,50.05,34,0,17.27,AR,clear sky
639,Turukhansk,65.8167,87.9833,46.53,81,92,12.03,RU,overcast clouds
640,Shasta Lake,40.6804,-122.3708,89.35,35,0,1.99,US,clear sky
641,Manzhouli,49.6,117.4333,50.34,91,100,3.89,CN,light rain
642,Mafinga,-7.25,35.0667,71.89,37,8,8.75,TZ,clear sky
643,Dera Bugti,29.0307,69.151,88.02,47,12,9.84,PK,few clouds
644,Oga,46.4631,10.347,59.68,82,97,0.92,IT,overcast clouds
645,Yerbogachen,61.2767,108.0108,42.55,77,100,0.74,RU,overcast clouds
646,Tombouctou,20.0,-3.0,100.2,15,7,8.75,ML,clear sky
647,Waipawa,-41.4122,175.5153,50.04,87,55,6.2,NZ,broken clouds
648,Pundaguitan,6.3711,126.1689,80.11,76,100,2.89,PH,light rain
649,Dongli,23.5656,116.8194,82.38,83,0,2.24,CN,light rain
650,Kailua,21.4022,-157.7394,82.38,71,40,5.75,US,scattered clouds
651,Makokou,0.5738,12.8642,71.13,98,100,2.91,GA,light rain
652,Valer,60.6785,11.8331,61.9,99,100,2.57,NO,heavy intensity rain
653,Bensonville,6.4461,-10.6125,76.71,89,100,5.01,LR,overcast clouds
654,Adamas,36.7333,24.4333,71.02,57,8,3.4,GR,clear sky
655,Gabi,7.6215,126.092,73.49,95,100,1.83,PH,overcast clouds
656,Nador,35.174,-2.9287,75.27,78,0,0.0,MA,clear sky
657,Krasnoarmeyskoye,52.7182,50.0322,49.66,62,0,2.48,RU,clear sky
658,Chulman,56.8479,124.9104,42.69,89,0,2.53,RU,clear sky
659,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.34,68,9,8.59,BR,clear sky
660,Plettenberg Bay,-34.0527,23.3716,60.03,85,100,1.52,ZA,overcast clouds
661,Karlstad,59.3793,13.5036,59.56,100,90,3.44,SE,fog
662,Kizema,61.113,44.8302,42.91,90,20,6.11,RU,moderate rain
